ticket_id,customer_id,category,priority,status,escalated,resolution_hours,csat_score,created_at
TCK-0543-02,CUST-0543,Technical Bug,High,Resolved,False,21.7,5.0,2025-07-05 00:00:00
TCK-0543-03,CUST-0543,Billing,Low,Escalation Pending,False,-1.0,3.0,2025-09-08 00:00:00
TCK-0543-04,CUST-0543,Billing,Low,Resolved,False,4.3,3.0,2025-10-12 00:00:00
TCK-0543-05,CUST-0543,Performance Issue,Low,Resolved,False,20.7,4.0,2025-06-09 00:00:00
TCK-0543-06,CUST-0543,Technical Bug,Urgent,Resolved,False,30.3,3.0,2026-06-07 00:00:00
TCK-0544-01,CUST-0544,Technical Bug,High,In Progress,False,-1.0,2.0,2025-12-24 00:00:00
TCK-0544-02,CUST-0544,Account Access,Medium,Closed,False,9.0,3.0,2025-10-19 00:00:00
TCK-0544-03,CUST-0544,Billing,Urgent,Resolved,False,36.0,3.0,2025-06-29 00:00:00
TCK-0545-01,CUST-0545,Billing,Urgent,Closed,True,56.8,1.0,2026-06-30 00:00:00
TCK-0545-02,CUST-0545,Account Access,Low,In Progress,False,-1.0,2.0,2025-09-07 00:00:00
TCK-0545-03,CUST-0545,Technical Bug,Low,Resolved,False,4.9,5.0,2026-02-05 00:00:00
TCK-0546-01,CUST-0546,Feature Request,High,In Progress,False,-1.0,2.0,2025-07-26 00:00:00
TCK-0546-02,CUST-0546,Performance Issue,Low,Resolved,False,2.8,5.0,2025-09-22 00:00:00
TCK-0546-03,CUST-0546,Performance Issue,Low,Escalation Pending,False,-1.0,1.0,2026-05-26 00:00:00
TCK-0546-04,CUST-0546,Performance Issue,High,Closed,True,10.3,2.0,2025-05-15 00:00:00
TCK-0546-05,CUST-0546,Billing,Medium,In Progress,True,-1.0,1.0,2025-10-07 00:00:00
TCK-0546-06,CUST-0546,Billing,Urgent,Escalation Pending,False,-1.0,3.0,2025-07-24 00:00:00
TCK-0546-07,CUST-0546,Feature Request,Low,In Progress,False,-1.0,2.0,2025-10-10 00:00:00
TCK-0546-08,CUST-0546,Technical Bug,High,Escalation Pending,True,-1.0,3.0,2025-09-27 00:00:00
TCK-0547-01,CUST-0547,Performance Issue,High,In Progress,False,-1.0,2.0,2026-03-15 00:00:00
TCK-0547-02,CUST-0547,Performance Issue,High,Closed,False,70.7,3.0,2026-03-05 00:00:00
TCK-0547-03,CUST-0547,Billing,High,In Progress,False,-1.0,3.0,2026-03-21 00:00:00
TCK-0547-04,CUST-0547,Technical Bug,High,In Progress,False,-1.0,1.0,2025-11-30 00:00:00
TCK-0547-05,CUST-0547,Feature Request,Low,Escalation Pending,False,-1.0,2.0,2025-11-04 00:00:00
TCK-0547-06,CUST-0547,Account Access,Urgent,In Progress,False,-1.0,2.0,2025-09-01 00:00:00
TCK-0547-07,CUST-0547,Feature Request,Low,Resolved,False,8.5,5.0,2025-10-23 00:00:00
TCK-0547-08,CUST-0547,Technical Bug,Low,Escalation Pending,False,-1.0,3.0,2026-03-31 00:00:00
TCK-0547-09,CUST-0547,Technical Bug,High,Escalation Pending,True,-1.0,1.0,2025-08-30 00:00:00
TCK-0547-10,CUST-0547,Billing,Urgent,Resolved,False,49.1,3.0,2026-05-03 00:00:00
TCK-0548-01,CUST-0548,Account Access,Medium,Closed,False,14.1,4.0,2025-05-27 00:00:00
TCK-0548-02,CUST-0548,Performance Issue,Medium,In Progress,False,-1.0,2.0,2025-08-13 00:00:00
TCK-0548-03,CUST-0548,Technical Bug,Medium,In Progress,False,-1.0,1.0,2025-02-27 00:00:00
TCK-0549-01,CUST-0549,Account Access,Low,Closed,False,9.6,3.0,2026-04-28 00:00:00
TCK-0549-02,CUST-0549,Account Access,Medium,Escalation Pending,False,-1.0,1.0,2025-05-25 00:00:00
TCK-0549-03,CUST-0549,Performance Issue,Medium,Resolved,False,19.4,5.0,2025-07-28 00:00:00
TCK-0549-04,CUST-0549,Billing,High,Resolved,False,43.9,5.0,2025-11-25 00:00:00
TCK-0549-05,CUST-0549,Technical Bug,Low,Resolved,False,20.7,3.0,2026-06-03 00:00:00
TCK-0550-01,CUST-0550,Billing,High,Closed,False,57.1,3.0,2026-04-06 00:00:00
TCK-0550-02,CUST-0550,Account Access,High,Escalation Pending,False,-1.0,2.0,2025-09-30 00:00:00
TCK-0550-03,CUST-0550,Technical Bug,Low,Closed,False,2.5,4.0,2026-05-28 00:00:00
TCK-0550-04,CUST-0550,Account Access,Urgent,Resolved,False,49.2,4.0,2025-12-29 00:00:00
TCK-0550-05,CUST-0550,Performance Issue,Low,Resolved,False,6.9,5.0,2025-09-11 00:00:00
TCK-0550-06,CUST-0550,Technical Bug,Urgent,Resolved,False,24.3,5.0,2026-02-12 00:00:00
TCK-0551-01,CUST-0551,Billing,High,Resolved,True,60.4,3.0,2026-06-24 00:00:00
TCK-0551-02,CUST-0551,Feature Request,Low,In Progress,False,-1.0,1.0,2026-03-03 00:00:00
TCK-0551-03,CUST-0551,Performance Issue,Urgent,Resolved,True,53.0,2.0,2026-01-13 00:00:00
TCK-0551-04,CUST-0551,Feature Request,Urgent,Escalation Pending,True,-1.0,2.0,2026-01-24 00:00:00
TCK-0551-05,CUST-0551,Feature Request,Low,In Progress,True,-1.0,1.0,2026-02-11 00:00:00
TCK-0551-06,CUST-0551,Feature Request,Low,Escalation Pending,False,-1.0,3.0,2026-03-13 00:00:00
TCK-0552-01,CUST-0552,Account Access,Medium,Escalation Pending,False,-1.0,3.0,2025-06-25 00:00:00
TCK-0552-02,CUST-0552,Performance Issue,Urgent,In Progress,True,-1.0,2.0,2026-06-06 00:00:00
TCK-0552-03,CUST-0552,Technical Bug,High,Resolved,False,39.2,4.0,2025-09-15 00:00:00
TCK-0552-04,CUST-0552,Technical Bug,High,In Progress,True,-1.0,3.0,2025-01-16 00:00:00
TCK-0552-05,CUST-0552,Billing,High,Closed,True,23.5,3.0,2025-12-16 00:00:00
TCK-0552-06,CUST-0552,Account Access,Medium,Escalation Pending,False,-1.0,3.0,2025-05-02 00:00:00
TCK-0552-07,CUST-0552,Account Access,High,In Progress,True,-1.0,3.0,2025-02-10 00:00:00
TCK-0552-08,CUST-0552,Feature Request,Medium,Escalation Pending,False,-1.0,1.0,2025-06-27 00:00:00
TCK-0552-09,CUST-0552,Account Access,Medium,Resolved,False,7.3,4.0,2025-08-26 00:00:00
TCK-0552-10,CUST-0552,Technical Bug,High,In Progress,False,-1.0,2.0,2025-07-16 00:00:00
TCK-0553-01,CUST-0553,Account Access,Low,Closed,False,15.3,5.0,2025-07-30 00:00:00
TCK-0553-02,CUST-0553,Performance Issue,Low,Resolved,False,12.7,4.0,2026-02-28 00:00:00
TCK-0554-01,CUST-0554,Performance Issue,Medium,In Progress,False,-1.0,3.0,2025-11-29 00:00:00
TCK-0554-02,CUST-0554,Performance Issue,Medium,Escalation Pending,False,-1.0,3.0,2025-11-13 00:00:00
TCK-0554-03,CUST-0554,Feature Request,Low,Closed,False,20.0,3.0,2025-11-16 00:00:00
TCK-0554-04,CUST-0554,Billing,Medium,Resolved,False,8.6,5.0,2025-08-01 00:00:00
TCK-0554-05,CUST-0554,Technical Bug,Medium,Resolved,True,16.8,1.0,2025-09-21 00:00:00
TCK-0554-06,CUST-0554,Performance Issue,Medium,Closed,False,10.2,4.0,2026-04-05 00:00:00
TCK-0554-07,CUST-0554,Performance Issue,Urgent,Resolved,True,2.1,3.0,2025-08-09 00:00:00
TCK-0554-08,CUST-0554,Technical Bug,High,Escalation Pending,False,-1.0,1.0,2025-10-31 00:00:00
TCK-0554-09,CUST-0554,Account Access,Urgent,In Progress,False,-1.0,3.0,2026-04-07 00:00:00
TCK-0555-01,CUST-0555,Performance Issue,Medium,In Progress,False,-1.0,2.0,2025-08-13 00:00:00
TCK-0555-02,CUST-0555,Technical Bug,Medium,Escalation Pending,True,-1.0,3.0,2026-04-27 00:00:00
TCK-0555-03,CUST-0555,Feature Request,Low,Escalation Pending,False,-1.0,2.0,2026-03-30 00:00:00
TCK-0555-04,CUST-0555,Account Access,Medium,Resolved,False,15.5,5.0,2025-07-22 00:00:00
TCK-0555-05,CUST-0555,Performance Issue,Low,Escalation Pending,False,-1.0,2.0,2026-03-17 00:00:00
TCK-0555-06,CUST-0555,Feature Request,Urgent,In Progress,True,-1.0,1.0,2026-04-30 00:00:00
TCK-0555-07,CUST-0555,Feature Request,Low,Closed,False,14.2,5.0,2026-05-06 00:00:00
TCK-0555-08,CUST-0555,Performance Issue,Low,Resolved,False,19.5,3.0,2025-06-11 00:00:00
TCK-0555-09,CUST-0555,Technical Bug,Medium,Resolved,True,10.6,3.0,2026-03-31 00:00:00
TCK-0556-01,CUST-0556,Technical Bug,Urgent,In Progress,True,-1.0,3.0,2025-05-30 00:00:00
TCK-0556-02,CUST-0556,Billing,Medium,In Progress,False,-1.0,3.0,2025-11-29 00:00:00
TCK-0556-03,CUST-0556,Account Access,Urgent,Escalation Pending,True,-1.0,1.0,2025-04-23 00:00:00
TCK-0556-04,CUST-0556,Account Access,Medium,Closed,False,2.5,3.0,2026-03-29 00:00:00
TCK-0557-01,CUST-0557,Technical Bug,Low,In Progress,False,-1.0,2.0,2026-04-12 00:00:00
TCK-0557-02,CUST-0557,Performance Issue,Urgent,Closed,False,10.9,5.0,2026-02-27 00:00:00
TCK-0557-03,CUST-0557,Billing,Urgent,Closed,False,58.1,5.0,2026-05-17 00:00:00
TCK-0557-04,CUST-0557,Account Access,Low,In Progress,False,-1.0,1.0,2025-12-28 00:00:00
TCK-0558-01,CUST-0558,Technical Bug,Urgent,Closed,False,32.2,4.0,2026-01-23 00:00:00
TCK-0558-02,CUST-0558,Billing,Medium,In Progress,False,-1.0,2.0,2026-01-11 00:00:00
TCK-0558-03,CUST-0558,Technical Bug,Medium,In Progress,False,-1.0,3.0,2026-02-04 00:00:00
TCK-0558-04,CUST-0558,Account Access,Urgent,Escalation Pending,False,-1.0,2.0,2026-04-15 00:00:00
TCK-0558-05,CUST-0558,Feature Request,High,Closed,False,13.5,5.0,2026-01-23 00:00:00
TCK-0558-06,CUST-0558,Billing,Low,Closed,True,8.9,2.0,2026-05-11 00:00:00
TCK-0558-07,CUST-0558,Technical Bug,Urgent,In Progress,True,-1.0,1.0,2025-09-30 00:00:00
TCK-0559-01,CUST-0559,Performance Issue,Medium,Resolved,False,15.5,4.0,2026-01-20 00:00:00
TCK-0559-02,CUST-0559,Account Access,Medium,Resolved,True,8.6,3.0,2026-03-20 00:00:00
TCK-0559-03,CUST-0559,Billing,Medium,Closed,True,8.4,2.0,2026-05-05 00:00:00
TCK-0559-04,CUST-0559,Performance Issue,Low,In Progress,False,-1.0,2.0,2026-06-28 00:00:00
TCK-0560-01,CUST-0560,Feature Request,Low,Closed,False,4.1,5.0,2026-03-11 00:00:00
TCK-0560-02,CUST-0560,Technical Bug,Medium,Closed,False,17.3,5.0,2025-11-09 00:00:00
TCK-0561-01,CUST-0561,Feature Request,Medium,Closed,False,16.8,5.0,2025-11-27 00:00:00
TCK-0561-02,CUST-0561,Billing,Low,Closed,True,21.4,1.0,2025-08-30 00:00:00
TCK-0562-01,CUST-0562,Account Access,Medium,Closed,False,11.3,5.0,2026-02-15 00:00:00
TCK-0562-02,CUST-0562,Performance Issue,Urgent,Closed,True,67.7,3.0,2025-12-08 00:00:00
TCK-0562-03,CUST-0562,Performance Issue,Urgent,Resolved,False,50.8,5.0,2025-03-11 00:00:00
TCK-0562-04,CUST-0562,Account Access,High,In Progress,False,-1.0,2.0,2026-05-29 00:00:00
TCK-0562-05,CUST-0562,Performance Issue,Medium,In Progress,True,-1.0,2.0,2025-07-28 00:00:00
TCK-0562-06,CUST-0562,Performance Issue,Low,Closed,False,5.2,5.0,2026-04-01 00:00:00
TCK-0562-07,CUST-0562,Billing,Medium,Resolved,False,3.7,5.0,2025-08-03 00:00:00
TCK-0562-08,CUST-0562,Feature Request,Low,Resolved,False,13.9,3.0,2025-06-25 00:00:00
TCK-0563-01,CUST-0563,Billing,High,In Progress,False,-1.0,1.0,2026-05-07 00:00:00
TCK-0563-02,CUST-0563,Technical Bug,High,Resolved,True,21.2,3.0,2025-09-09 00:00:00
TCK-0563-03,CUST-0563,Feature Request,High,In Progress,False,-1.0,3.0,2025-06-15 00:00:00
TCK-0563-04,CUST-0563,Technical Bug,Low,Resolved,False,4.3,5.0,2026-02-09 00:00:00
TCK-0563-05,CUST-0563,Account Access,Urgent,Resolved,True,36.1,2.0,2026-02-26 00:00:00
TCK-0564-01,CUST-0564,Performance Issue,Medium,Resolved,False,11.6,3.0,2025-08-29 00:00:00
TCK-0564-02,CUST-0564,Performance Issue,Urgent,Escalation Pending,False,-1.0,1.0,2025-04-07 00:00:00
TCK-0564-03,CUST-0564,Performance Issue,Urgent,Escalation Pending,False,-1.0,2.0,2025-08-24 00:00:00
TCK-0564-04,CUST-0564,Performance Issue,Medium,Closed,False,11.1,5.0,2026-05-14 00:00:00
TCK-0564-05,CUST-0564,Billing,High,In Progress,False,-1.0,3.0,2025-06-09 00:00:00
TCK-0564-06,CUST-0564,Account Access,Medium,Resolved,False,14.9,5.0,2025-08-09 00:00:00
TCK-0564-07,CUST-0564,Feature Request,Medium,Closed,False,10.0,4.0,2025-06-29 00:00:00
TCK-0564-08,CUST-0564,Performance Issue,Medium,Escalation Pending,False,-1.0,2.0,2026-01-26 00:00:00
TCK-0565-01,CUST-0565,Account Access,High,Escalation Pending,False,-1.0,3.0,2026-06-04 00:00:00
TCK-0565-02,CUST-0565,Performance Issue,Medium,Closed,True,2.1,3.0,2026-01-08 00:00:00
TCK-0565-03,CUST-0565,Technical Bug,Medium,Escalation Pending,False,-1.0,1.0,2026-05-29 00:00:00
TCK-0566-01,CUST-0566,Billing,Medium,In Progress,True,-1.0,2.0,2025-09-12 00:00:00
TCK-0566-02,CUST-0566,Billing,Medium,Escalation Pending,True,-1.0,1.0,2026-06-02 00:00:00
TCK-0566-03,CUST-0566,Billing,Urgent,Resolved,True,46.7,1.0,2025-11-17 00:00:00
TCK-0566-04,CUST-0566,Technical Bug,Urgent,Escalation Pending,False,-1.0,2.0,2026-05-22 00:00:00
TCK-0566-05,CUST-0566,Billing,Low,In Progress,False,-1.0,1.0,2025-07-19 00:00:00
TCK-0566-06,CUST-0566,Technical Bug,Urgent,Escalation Pending,False,-1.0,1.0,2025-02-06 00:00:00
TCK-0566-07,CUST-0566,Performance Issue,Low,Resolved,True,5.2,1.0,2026-04-05 00:00:00
TCK-0567-01,CUST-0567,Billing,High,Escalation Pending,False,-1.0,3.0,2026-04-25 00:00:00
TCK-0567-02,CUST-0567,Feature Request,Low,Escalation Pending,False,-1.0,1.0,2026-05-10 00:00:00
TCK-0567-03,CUST-0567,Billing,Urgent,Escalation Pending,False,-1.0,2.0,2026-04-01 00:00:00
TCK-0567-04,CUST-0567,Feature Request,Urgent,Resolved,False,44.5,5.0,2026-06-04 00:00:00
TCK-0567-05,CUST-0567,Technical Bug,Medium,In Progress,False,-1.0,1.0,2025-09-17 00:00:00
TCK-0568-01,CUST-0568,Account Access,Medium,Closed,False,23.1,4.0,2025-05-17 00:00:00
TCK-0568-02,CUST-0568,Billing,Low,Closed,False,23.6,3.0,2025-11-02 00:00:00
TCK-0568-03,CUST-0568,Billing,High,Escalation Pending,False,-1.0,3.0,2025-07-15 00:00:00
TCK-0568-04,CUST-0568,Feature Request,Low,In Progress,False,-1.0,2.0,2026-04-20 00:00:00
TCK-0568-05,CUST-0568,Performance Issue,Low,In Progress,True,-1.0,1.0,2026-03-29 00:00:00
TCK-0568-06,CUST-0568,Billing,Low,Closed,True,11.2,1.0,2025-11-26 00:00:00
TCK-0568-07,CUST-0568,Billing,Medium,Closed,False,16.7,5.0,2026-06-21 00:00:00
TCK-0568-08,CUST-0568,Account Access,Urgent,Closed,False,17.4,5.0,2025-11-27 00:00:00
TCK-0569-01,CUST-0569,Feature Request,Low,Escalation Pending,False,-1.0,1.0,2026-06-26 00:00:00
TCK-0569-02,CUST-0569,Performance Issue,Urgent,Escalation Pending,False,-1.0,2.0,2026-04-12 00:00:00
TCK-0569-03,CUST-0569,Technical Bug,Medium,Closed,True,4.0,2.0,2026-04-16 00:00:00
TCK-0569-04,CUST-0569,Technical Bug,Urgent,Closed,False,56.5,4.0,2026-01-08 00:00:00
TCK-0569-05,CUST-0569,Feature Request,High,Closed,True,71.2,2.0,2026-04-10 00:00:00
TCK-0569-06,CUST-0569,Technical Bug,High,Resolved,True,50.2,3.0,2026-04-11 00:00:00
TCK-0569-07,CUST-0569,Technical Bug,Low,Resolved,False,3.9,5.0,2026-05-11 00:00:00
TCK-0569-08,CUST-0569,Billing,High,Resolved,True,41.2,2.0,2025-12-31 00:00:00
TCK-0570-01,CUST-0570,Technical Bug,Medium,Escalation Pending,False,-1.0,3.0,2025-08-04 00:00:00
TCK-0570-02,CUST-0570,Feature Request,Medium,Resolved,False,22.0,3.0,2026-04-19 00:00:00
TCK-0571-01,CUST-0571,Performance Issue,Urgent,Resolved,False,58.7,5.0,2026-06-27 00:00:00
TCK-0571-02,CUST-0571,Performance Issue,Low,Closed,False,9.4,5.0,2025-06-04 00:00:00
TCK-0571-03,CUST-0571,Account Access,Medium,Resolved,False,15.7,4.0,2025-05-27 00:00:00
TCK-0572-01,CUST-0572,Feature Request,Urgent,Resolved,True,37.8,1.0,2025-04-28 00:00:00
TCK-0572-02,CUST-0572,Technical Bug,Urgent,In Progress,False,-1.0,3.0,2025-07-21 00:00:00
TCK-0572-03,CUST-0572,Feature Request,High,Resolved,False,63.0,4.0,2025-03-25 00:00:00
TCK-0572-04,CUST-0572,Billing,Low,Closed,False,16.8,4.0,2025-02-20 00:00:00
TCK-0572-05,CUST-0572,Performance Issue,Urgent,Closed,False,44.3,5.0,2025-04-28 00:00:00
TCK-0573-01,CUST-0573,Feature Request,Urgent,In Progress,False,-1.0,3.0,2025-08-20 00:00:00
TCK-0573-02,CUST-0573,Billing,Urgent,Escalation Pending,False,-1.0,2.0,2025-09-25 00:00:00
TCK-0573-03,CUST-0573,Performance Issue,Urgent,Closed,False,48.1,4.0,2026-03-03 00:00:00
TCK-0573-04,CUST-0573,Technical Bug,Urgent,In Progress,False,-1.0,1.0,2025-09-19 00:00:00
TCK-0573-05,CUST-0573,Feature Request,Medium,Escalation Pending,False,-1.0,1.0,2026-06-05 00:00:00
TCK-0574-01,CUST-0574,Billing,Medium,Escalation Pending,False,-1.0,1.0,2026-04-12 00:00:00
TCK-0574-02,CUST-0574,Account Access,Medium,Resolved,False,12.2,4.0,2026-03-03 00:00:00
TCK-0574-03,CUST-0574,Performance Issue,Low,In Progress,False,-1.0,3.0,2026-05-24 00:00:00
TCK-0574-04,CUST-0574,Feature Request,Urgent,In Progress,True,-1.0,3.0,2026-06-02 00:00:00
TCK-0574-05,CUST-0574,Feature Request,High,Closed,True,65.8,2.0,2026-06-21 00:00:00
TCK-0574-06,CUST-0574,Billing,High,Resolved,True,66.3,2.0,2025-11-24 00:00:00
TCK-0574-07,CUST-0574,Feature Request,Low,Escalation Pending,False,-1.0,2.0,2026-05-27 00:00:00
TCK-0574-08,CUST-0574,Performance Issue,Medium,Closed,False,15.0,5.0,2026-04-12 00:00:00
TCK-0574-09,CUST-0574,Account Access,Low,Escalation Pending,False,-1.0,1.0,2025-11-19 00:00:00
TCK-0574-10,CUST-0574,Account Access,Urgent,In Progress,True,-1.0,1.0,2025-09-24 00:00:00
TCK-0575-01,CUST-0575,Feature Request,Low,Resolved,False,19.0,4.0,2025-09-19 00:00:00
TCK-0575-02,CUST-0575,Billing,Low,Closed,False,9.5,3.0,2025-10-12 00:00:00
TCK-0575-03,CUST-0575,Performance Issue,Urgent,Resolved,False,36.5,4.0,2026-06-29 00:00:00
TCK-0575-04,CUST-0575,Billing,Urgent,In Progress,False,-1.0,1.0,2025-12-11 00:00:00
TCK-0575-05,CUST-0575,Technical Bug,Medium,Escalation Pending,False,-1.0,3.0,2025-12-26 00:00:00
TCK-0575-06,CUST-0575,Billing,Low,Resolved,False,2.3,5.0,2025-12-19 00:00:00
TCK-0575-07,CUST-0575,Billing,Medium,Closed,False,21.9,5.0,2025-11-20 00:00:00
TCK-0576-01,CUST-0576,Billing,High,Resolved,False,58.5,5.0,2026-02-02 00:00:00
TCK-0576-02,CUST-0576,Feature Request,High,Escalation Pending,False,-1.0,2.0,2025-09-24 00:00:00
TCK-0576-03,CUST-0576,Feature Request,Urgent,In Progress,False,-1.0,3.0,2026-02-01 00:00:00
TCK-0576-04,CUST-0576,Account Access,High,In Progress,True,-1.0,3.0,2025-10-02 00:00:00
TCK-0576-05,CUST-0576,Account Access,Urgent,Escalation Pending,False,-1.0,2.0,2026-05-20 00:00:00
TCK-0576-06,CUST-0576,Technical Bug,High,In Progress,False,-1.0,3.0,2025-12-25 00:00:00
TCK-0577-01,CUST-0577,Feature Request,High,Closed,False,12.8,5.0,2025-12-20 00:00:00
TCK-0577-02,CUST-0577,Account Access,Urgent,In Progress,True,-1.0,1.0,2025-07-12 00:00:00
TCK-0577-03,CUST-0577,Feature Request,Medium,In Progress,False,-1.0,2.0,2025-08-24 00:00:00
TCK-0577-04,CUST-0577,Feature Request,High,Resolved,False,26.9,5.0,2025-10-02 00:00:00
TCK-0577-05,CUST-0577,Billing,High,Resolved,False,43.7,5.0,2025-11-13 00:00:00
TCK-0577-06,CUST-0577,Feature Request,Medium,Resolved,False,3.1,4.0,2025-09-12 00:00:00
TCK-0577-07,CUST-0577,Technical Bug,Medium,Escalation Pending,False,-1.0,2.0,2025-08-16 00:00:00
TCK-0577-08,CUST-0577,Feature Request,Medium,In Progress,False,-1.0,2.0,2026-03-13 00:00:00
TCK-0578-01,CUST-0578,Technical Bug,High,In Progress,False,-1.0,1.0,2026-01-31 00:00:00
TCK-0578-02,CUST-0578,Billing,Medium,Resolved,False,8.6,5.0,2025-02-26 00:00:00
TCK-0578-03,CUST-0578,Technical Bug,Low,In Progress,False,-1.0,1.0,2025-04-10 00:00:00
TCK-0578-04,CUST-0578,Technical Bug,Urgent,Closed,False,59.7,5.0,2026-01-07 00:00:00
TCK-0578-05,CUST-0578,Technical Bug,Low,Resolved,False,4.5,4.0,2026-01-30 00:00:00
TCK-0578-06,CUST-0578,Performance Issue,Low,Closed,False,10.8,4.0,2026-05-20 00:00:00
TCK-0578-07,CUST-0578,Account Access,Medium,Escalation Pending,False,-1.0,1.0,2026-01-21 00:00:00
TCK-0578-08,CUST-0578,Billing,Low,Escalation Pending,False,-1.0,1.0,2025-08-19 00:00:00
TCK-0579-01,CUST-0579,Feature Request,Low,Resolved,False,14.9,5.0,2025-04-01 00:00:00
TCK-0579-02,CUST-0579,Billing,Urgent,In Progress,False,-1.0,2.0,2026-04-12 00:00:00
TCK-0579-03,CUST-0579,Account Access,High,Closed,False,50.2,3.0,2026-05-30 00:00:00
TCK-0579-04,CUST-0579,Feature Request,Medium,Resolved,False,11.1,4.0,2025-06-18 00:00:00
TCK-0579-05,CUST-0579,Feature Request,High,Closed,False,61.2,5.0,2026-04-13 00:00:00
TCK-0579-06,CUST-0579,Feature Request,High,Closed,False,55.3,5.0,2026-05-10 00:00:00
TCK-0580-01,CUST-0580,Performance Issue,Urgent,Resolved,False,43.2,3.0,2026-05-03 00:00:00
TCK-0580-02,CUST-0580,Performance Issue,Medium,Escalation Pending,True,-1.0,1.0,2025-10-08 00:00:00
TCK-0580-03,CUST-0580,Technical Bug,High,Escalation Pending,False,-1.0,3.0,2026-06-07 00:00:00
TCK-0581-01,CUST-0581,Technical Bug,Urgent,Resolved,False,68.3,4.0,2026-02-25 00:00:00
TCK-0581-02,CUST-0581,Technical Bug,Low,In Progress,False,-1.0,1.0,2026-03-03 00:00:00
TCK-0581-03,CUST-0581,Technical Bug,Low,Closed,False,10.8,5.0,2025-10-28 00:00:00
TCK-0581-04,CUST-0581,Technical Bug,Medium,Closed,False,4.4,5.0,2025-12-11 00:00:00
TCK-0582-01,CUST-0582,Billing,High,Resolved,True,54.4,3.0,2025-08-16 00:00:00
TCK-0582-02,CUST-0582,Technical Bug,Low,Closed,False,16.2,4.0,2025-11-15 00:00:00
TCK-0582-03,CUST-0582,Performance Issue,High,Resolved,True,64.1,3.0,2026-03-06 00:00:00
TCK-0583-01,CUST-0583,Billing,Urgent,Resolved,True,68.4,2.0,2025-12-31 00:00:00
TCK-0583-02,CUST-0583,Technical Bug,Urgent,In Progress,False,-1.0,1.0,2026-06-05 00:00:00
TCK-0583-03,CUST-0583,Feature Request,Medium,Resolved,False,20.5,4.0,2026-02-10 00:00:00
TCK-0583-04,CUST-0583,Performance Issue,Low,Escalation Pending,False,-1.0,1.0,2026-04-20 00:00:00
TCK-0583-05,CUST-0583,Performance Issue,Medium,Closed,False,10.7,3.0,2026-04-03 00:00:00
TCK-0583-06,CUST-0583,Account Access,Urgent,Escalation Pending,True,-1.0,2.0,2026-03-30 00:00:00
TCK-0583-07,CUST-0583,Feature Request,Low,In Progress,False,-1.0,1.0,2025-12-11 00:00:00
TCK-0584-01,CUST-0584,Technical Bug,Low,In Progress,False,-1.0,1.0,2025-02-17 00:00:00
TCK-0584-02,CUST-0584,Technical Bug,Low,Escalation Pending,False,-1.0,3.0,2026-04-01 00:00:00
TCK-0584-03,CUST-0584,Performance Issue,Medium,Resolved,False,21.5,5.0,2026-01-04 00:00:00
TCK-0584-04,CUST-0584,Account Access,Low,In Progress,False,-1.0,3.0,2025-09-04 00:00:00
TCK-0584-05,CUST-0584,Feature Request,Urgent,Resolved,True,21.1,3.0,2026-03-18 00:00:00
TCK-0584-06,CUST-0584,Technical Bug,High,Escalation Pending,False,-1.0,3.0,2025-08-09 00:00:00
TCK-0584-07,CUST-0584,Account Access,Low,Closed,False,7.3,5.0,2025-11-16 00:00:00
TCK-0585-01,CUST-0585,Billing,Low,In Progress,False,-1.0,1.0,2025-12-20 00:00:00
TCK-0585-02,CUST-0585,Technical Bug,High,Resolved,False,40.2,4.0,2025-11-02 00:00:00
TCK-0585-03,CUST-0585,Billing,Low,Closed,True,10.0,1.0,2025-11-14 00:00:00
TCK-0585-04,CUST-0585,Billing,Medium,Resolved,False,21.4,5.0,2026-05-12 00:00:00
TCK-0586-01,CUST-0586,Performance Issue,Low,Escalation Pending,False,-1.0,1.0,2026-05-15 00:00:00
TCK-0586-02,CUST-0586,Feature Request,Low,In Progress,False,-1.0,3.0,2026-01-06 00:00:00
TCK-0586-03,CUST-0586,Feature Request,Urgent,Resolved,True,3.6,1.0,2025-06-13 00:00:00
TCK-0586-04,CUST-0586,Account Access,Low,Escalation Pending,False,-1.0,1.0,2025-12-22 00:00:00
TCK-0586-05,CUST-0586,Billing,Urgent,In Progress,True,-1.0,1.0,2026-06-13 00:00:00
TCK-0586-06,CUST-0586,Performance Issue,High,Closed,True,34.1,3.0,2025-11-09 00:00:00
TCK-0586-07,CUST-0586,Billing,Low,Resolved,False,15.7,5.0,2025-11-04 00:00:00
TCK-0586-08,CUST-0586,Account Access,High,Escalation Pending,False,-1.0,1.0,2026-03-14 00:00:00
TCK-0586-09,CUST-0586,Feature Request,High,Resolved,True,44.0,2.0,2025-12-08 00:00:00
TCK-0586-10,CUST-0586,Feature Request,Low,Escalation Pending,False,-1.0,3.0,2026-04-18 00:00:00
TCK-0587-01,CUST-0587,Performance Issue,High,Closed,False,54.0,5.0,2026-03-20 00:00:00
TCK-0587-02,CUST-0587,Performance Issue,Medium,In Progress,False,-1.0,2.0,2026-04-17 00:00:00
TCK-0587-03,CUST-0587,Technical Bug,Urgent,Escalation Pending,True,-1.0,3.0,2025-12-31 00:00:00
TCK-0587-04,CUST-0587,Billing,Medium,Closed,False,17.1,5.0,2026-02-17 00:00:00
TCK-0587-05,CUST-0587,Billing,High,Escalation Pending,True,-1.0,2.0,2025-11-05 00:00:00
